"<a href=""%1"" target=""_blank"">Click here</a> to apply for an account.","<a href=""%1"" target=""_blank"">Klicken Sie hier</a>, um ein Konto zu beantragen."
"<a href=""http://crontab.guru/"" target=""_blank"">Need help?</a>","<a href=""http://crontab.guru/"" target=""_blank"">Benötigen Sie Hilfe?</a>"
"<a href=""https://support.direct.ingenico.com/documentation/api/webhooks"" target=""_blank"">Need help?</a>","<a href=""https://support.direct.ingenico.com/documentation/api/webhooks"" target=""_blank"">Benötigen Sie Hilfe?</a>"
"<b>Online payments solutions for every type of business.</b><br />Regardless of the size, markets and scope of your business, we partner with you for growth.","<b>Onlinezahlungslösungen für jede Art von Unternehmen.</b><br />Unabhängig von der Größe, den Märkten und dem Umfang Ihres Unternehmens arbeiten wir mit Ihnen an Ihrem Wachstum."
"Abandoned Orders","Abgebrochene Aufträge"
"All Allowed Countries","Alle zugelassenen Länder"
"All Allowed Currencies","Alle zulässigen Währungen"
"All Allowed Customer Groups","Alle zulässigen Kundengruppen"
"Allow Receiving Webhooks","Webhook-Empfang zulassen"
"American Express","American Express"
"and perform the following steps:","und führen Sie die folgenden Schritte aus:"
"API Key","API-Schlüssel"
"API Secret","API-Geheimnis"
"Attention","Achtung"
"Authorization Mode","Autorisierungsmodus"
"Authorize & Capture","Autorisieren und erfassen"
"Authorize","Autorisieren"
"Auto cancellation of orders that are stuck in the payment review status after the specified time. The time is in minutes.","Automatische Stornierung von Aufträgen, die nach der angegebenen Zeit im Status der Zahlungsprüfung stecken bleiben. Die Zeit wird in Minuten angegeben."
"Available Credit Card Types","Verfügbare Kreditkartentypen"
"Carte Bancaire","Carte Bancaire"
"Click on ""GENERATE WEBHOOKS API KEY""","Klicken Sie auf ""WEBHOOKS-API-SCHLÜSSEL GENERIEREN""."
"Click on ""SAVE"" to confirm your settings","Klicken Sie auf ""SPEICHERN"", um Ihre Einstellungen zu bestätigen."
"Code eci: %1","eci-Code: %1"
"Connection failed! Test again?","Verbindung fehlgeschlagen! Nochmal testen?"
"Connection","Verbindung"
"Copy & Paste the WebhooksKeySecret immediately","Kopieren Sie das WebhooksKeySecret und fügen Sie es ein."
"Credit Cards (iFrame)","Kreditkarte"
"Current extension version is %1.","Die aktuelle Version der Erweiterung ist %1."
"Custom Return URL","Benutzerdefinierte Return-URL"
"Debug","Debug"
"Debug","Debuggen"
"Default Order Status","Voreingestellter Auftragsstatus"
"Default value: every 5 minutes. <a href=""http://crontab.guru/"" target=""_blank"">Need help?</a>","Standardwert: Alle 5 Minuten. <a href=""http://crontab.guru/"" target=""_blank"">Benötigen Sie Hilfe?</a>"
"Diners Club","Diners Club"
"Enable Module","Modul aktivieren"
"Enable Saved Payment (Vault)","Gespeicherte Zahlung aktivieren (Tresor)"
"Enable Vault for Card Payments","Tresor für Kartenzahlungen aktivieren"
"ending","endet"
"Environment Mode","Umgebungsmodus"
"expires","läuft aus"
"Fallback Timeout Limit","Fallback-Timeout-Limit"
"Fallback Timeout","Fallback-Timeout"
"Final Authorization","Endgültige Autorisierung"
"For extension support, please, visit the <a href=""%1"" target=""_blank"">support site</a>.","Erweiterten Support finden Sie auf unserer <a href=""%1"" target=""_blank"">Support-Website</a>."
"General Information","Allgemeine Informationen"
"General","Allgemeines"
"Go to Configuration > Technical information > Ingenico Direct settings > Webhooks Configuration","Gehen Sie zu Konfiguration > Technische Informationen > Ingenico Direct Einstellungen > Webhooks-Konfiguration"
"Hosted Checkout (Redirect to Worldline)","Gehosteter Checkout"
"HTML Template ID","HTML-Vorlagen-ID"
"If the payment process is failed, change the order status after the specified time in ""Fallback Timeout"" till the value specified in this field.<br/>In other words, the request will be executed during the specified time limit.","Wenn das Zahlungsverfahren fehlgeschlagen ist, ändert sich der Auftragsstatus nach der in „Fallback-Timeout“ angegebenen Zeit bis zu dem in diesem Feld angegebenen Wert.<br/>Mit anderen Worten: Die Anfrage wird innerhalb des angegebenen Zeitlimits ausgeführt."
"If the payment process is failed, change the order status after the specified time.","Wenn das Zahlungsverfahren fehlgeschlagen ist, wird der Auftragsstatus nach der angegebenen Zeit geändert."
"In ""Endpoints URLs"", paste the Webhooks URL of your store - see below","Fügen Sie die Webhooks-URL Ihres Shops unter „Endpunkt-URLs“ ein – siehe unten."
"JCB","JCB"
"Key","Schlüssel"
"label","label"
"Latest version available is %1.","Die neueste verfügbare Version ist %1."
"Maestro","Maestro"
"Mastercard","Mastercard"
"Maximum Order Total","Höchstbestellmenge"
"Merchant ID (PSPID)","Merchant-ID (PSPID)"
"Minimum Order Total","Mindestbestellmenge"
"No authorization transaction to proceed capture.","Keine Autorisierungstransaktion, um die Erfassung fortzusetzen."
"No payment method","Keine Zahlungsart"
"No public_hash provided","Kein public_hash bereitgestellt"
"No","Nein"
"Not AJAX","Nicht AJAX"
"Or contact our <a href=""%1"" target=""_blank"">sales team</a> for more details about our products.","Oder kontaktieren Sie unser <a href=""%1"" target=""_blank"">Sales-Team</a> für weitere Informationen zu unseren Produkten."
"Or visit <a href=""%1"" target=""_blank"">developer's portal</a> for the API reference and documentation.","Oder besuchen Sie <a href=""%1"" target=""_blank"">das Entwicklerportal</a>. Dort finden Sie die API-Referenz und -Dokumentation."
"Order processed successfully by webhook. WorldLine status: %1.","Bestellung erfolgreich per Webhook verarbeitet. WorldLine-Status: %1."
"Order Status Updater","Auftragsstatus-Updater"
"Payment Action","Zahlungsvorgang"
"Payment from Applicable Countries","Zahlung aus den jeweiligen Ländern"
"Payment from Applicable Currencies","Zahlung aus den jeweiligen Währungen"
"Payment from Applicable Customer Groups","Zahlung aus den jeweiligen Kundengruppen"
"Payment from Specific Countries","Zahlung aus bestimmten Ländern"
"Payment from Specific Currencies","Zahlung aus bestimmten Währungen"
"Payment from Specific Customer Groups","Zahlung aus den bestimmten Kundengruppen"
"Payment Methods","Zahlungsarten"
"Place Order","Bestellung aufgeben"
"Please correct the sent data.","Bitte korrigieren Sie die gesendeten Daten."
"Please, <a href=""%1"">click here</a> to proceed.","Bitte <a href=""%1"">klicken Sie hier</a>, um fortzufahren."
"Pre-Authorization","Vorab-Autorisierung"
"Production API URL","Produktions-API-URL"
"Production","Produktion"
"Required parameter ""worldline"" for ""payment_method"" is missing.","Der erforderliche Parameter ""worldline"" für ""payment_method"" fehlt."
"Saved Payment Sort order","Gespeicherte Sortierreihenfolge für Zahlung"
"Saved Payment Title","Gespeicherter Zahlungstitel"
"Schedule (Cron Syntax)","Zeitplan (cron syntax)"
"Secret Key","Geheimschlüssel"
"Should be set only if you use PWA Studio or any other 3rd party frontend.","Sollte nur eingestellt werden, wenn Sie PWA Studio oder ein anderes Frontend eines Drittanbieters verwenden."
"Skip 3DSecure Authentication","3DSecure-Authentifizierung überspringen"
"Skip 3DSecure Authentication","3DSecure-Authentifizierung überspringen"
"Sorry, but something went wrong","Leider ist etwas schief gelaufen"
"Sort","Sortieren"
"Specific Countries","Bestimmte Länder"
"Specific Currencies","Spezifische Währungen"
"Specific Customer Groups","Spezifische Kundengruppen"
"Specify fallback timeout in minutes.","Fallback-Timeout in Minuten angeben."
"Specify fallback timeout limit in hours.","Fallback-Timeout-Limit in Stunden angeben."
"Submit Customer Cart Items Data to Worldline","Senden Sie Artikeldaten aus dem Kundenkorb an Worldline"
"Successful! Test again?","Erfolgreich! Nochmal testen?"
"Test Connection","Verbindung testen"
"Test","Test"
"Testing API URL","API URL testen"
"The current customer isn't authorized.","Der aktuelle Kunde ist nicht autorisiert."
"The payment has failed, please, try again","Die Zahlung ist fehlgeschlagen. Bitte versuchen Sie es erneut. "
"This option should not be turned off if the merchant is based in a EU country","Diese Option sollte nicht deaktiviert werden, wenn der Händler in einem EU-Land ansässig ist."
"This URL must be specified in the worldline admin panel","Diese URL muss im WorldLine-Admin-Bereich angegeben werden."
"This URL must be specified in the Worldline admin panel","Diese URL muss im Worldline-Admin-Bereich angegeben werden."
"Title","Überschrift"
"To retrieve the webhooks credentials, login to the Worldline Back Office.","Um die Webhooks-Zugangsdaten abzurufen, melden Sie sich bitte im Worldline Back Office an."
"Use system value","Systemwert verwenden"
"Visa","Visa"
"Waiting Time","Wartezeit"
"Webhook URL","Webhook-URL"
"Webhook","Webhook"
"Worldline extension is compatible with Adobe Commerce 2.3.x / 2.4.x & Magento Open Source 2.3.x / 2.4.x.","Die Worldline-Erweiterung ist kompatibel mit Adobe Commerce 2.3.x / 2.4.x und Magento Open Source 2.3.x / 2.4.x."
"Worldline Online Payments configuration is located under the dedicated configuration section.","Die Konfiguration von Worldline Online Payments befindet sich im entsprechenden Konfigurationsbereich."
"Worldline Online Payments","Worldline Online Payments"
"WorldLine refund has failed. Please contact the provider.","WorldLine-Erstattung ist fehlgeschlagen. Bitte kontaktieren Sie den Anbieter."
"Yes","Ja"
"Your payment couldn't be completed, please try again","Ihre Zahlung konnte nicht abgeschlossen werden, bitte versuchen Sie es erneut"
